Date,TeaPrice_USD_kg,Decade,change_pct
1976-01-01,0.8582912,1970,11.635945764378498
1976-02-01,0.8180993,1970,-4.682781321770523
1976-03-01,0.8459291,1970,3.401763086705989
1976-04-01,0.8870181,1970,4.8572628604454104
1976-05-01,0.8645025,1970,-2.538347300917543
1976-06-01,0.8578686,1970,-0.7673662019485161
1976-07-01,0.9470046,1970,10.390402446248759
1976-08-01,1.031106,1970,8.88078051574408
1976-09-01,1.005054,1970,-2.5266073517174914
1976-10-01,1.023298,1970,1.8152258485613748
1976-11-01,0.983945,1970,-3.845702815797558
1976-12-01,1.008692,1970,2.515079603026593
1977-01-01,1.155074,1970,14.512061164359391
1977-02-01,1.695557,1970,46.792067001767855
1977-03-01,2.423106,1970,42.90914431068966
1977-04-01,3.55888,1970,46.872650226609956
1977-05-01,2.2605,1970,-36.48282605763611
1977-06-01,1.631897,1970,-27.8081397920814
1977-07-01,1.618172,1970,-0.8410457277634564
1977-08-01,1.550663,1970,-4.171929807214559
1977-09-01,1.349386,1970,-12.980060786902115
1977-10-01,1.358385,1970,0.6668959067309022
1977-11-01,0.9689543,1970,-28.668654321123977
1977-12-01,0.7794351,1970,-19.559147423155043
1978-01-01,0.7810781,1970,0.21079368891649963
1978-02-01,0.9166232,1970,17.3535911453669
1978-03-01,0.8489283,1970,-7.385248376868492
1978-04-01,0.7104277,1970,-16.31475826639305
1978-05-01,0.6708622,1970,-5.569250748527965
1978-06-01,0.617284,1970,-7.986468756176734
1978-07-01,0.6606127,1970,7.0192488384601015
1978-08-01,0.734315,1970,11.15665805395507
1978-09-01,0.7284557,1970,-0.7979273200193426
1978-10-01,0.8175819,1970,12.234951281182905
1978-11-01,0.7581204,1970,-7.272849362247369
1978-12-01,0.7035919,1970,-7.192591044905261
1979-01-01,0.7077935,1970,0.5971643505276125
1979-02-01,0.6953493,1970,-1.7581681662801385
1979-03-01,0.6664514,1970,-4.1558825183256705
1979-04-01,0.6247182,1970,-6.262002000445943
1979-05-01,0.5221966,1970,-16.410855326449592
1979-06-01,0.4341979,1970,-16.851641699697005
1979-07-01,0.6540679,1970,50.63819977019695
1979-08-01,0.9279077,1970,41.867182291012895
1979-09-01,0.9617354,1970,3.645588887774087
1979-10-01,0.9641627,1970,0.2523875070003623
1979-11-01,0.9223581,1970,-4.335844977201475
1979-12-01,1.313053,1970,42.35826627423776
1980-01-01,1.185947,1980,-9.680188080755304
1980-02-01,1.174774,1980,-0.94211630030685
1980-03-01,1.141416,1980,-2.8395248788277594
1980-04-01,1.129668,1980,-1.0292478815786765
1980-05-01,1.145053,1980,1.3619045595697266
1980-06-01,1.142911,1980,-0.18706557687723224
1980-07-01,1.139642,1980,-0.2860240211180032
1980-08-01,1.108826,1980,-2.704007047827295
1980-09-01,1.080715,1980,-2.535203900341443
1980-10-01,1.052541,1980,-2.606977787853426
1980-11-01,1.020829,1980,-3.0128992599813165
1980-12-01,1.014052,1980,-0.663872205824878
1981-01-01,1.088045,1980,7.296765846327413
1981-02-01,1.22602,1980,12.681001245352919
1981-03-01,1.224591,1980,-0.11655601050555298
1981-04-01,1.085859,1980,-11.328843671070587
1981-05-01,0.9864128,1980,-9.158297716370168
1981-06-01,0.8991826,1980,-8.843173973411533
1981-07-01,0.845695,1980,-5.94846919858103
1981-08-01,0.8233915,1980,-2.6372983167690434
1981-09-01,1.031127,1980,25.22924999833005
1981-10-01,0.737933,1980,-28.434324772797137
1981-11-01,0.8342879,1980,13.057404940556939
1981-12-01,0.8967299,1980,7.484466693092395
1982-01-01,0.9501384,1980,5.955918275949101
1982-02-01,0.9857177,1980,3.7446439381883634
1982-03-01,1.02176,1980,3.6564525522875257
1982-04-01,1.054616,1980,3.2156279361102325
1982-05-01,1.06383,1980,0.8736829329348383
1982-06-01,0.9898171,1980,-6.9572112085577675
1982-07-01,1.092933,1980,10.417672113363153
1982-08-01,1.272562,1980,16.43549970583742
1982-09-01,1.468605,1980,15.405379069939219
1982-10-01,1.300871,1980,-11.421314785119197
1982-11-01,1.30137,1980,0.038358914911618136
1982-12-01,1.237425,1980,-4.913667903824425
1983-01-01,1.3767,1980,11.255227589550888
1983-02-01,1.500712,1980,9.007917483838156
1983-03-01,1.703072,1980,13.484266135007905
1983-04-01,1.783179,1980,4.703676650194488
1983-05-01,1.954458,1980,9.60526116559246
1983-06-01,2.014835,1980,3.089194037426246
1983-07-01,1.654375,1980,-17.890298709323606
1983-08-01,1.844296,1980,11.479924442765398
1983-09-01,1.908979,1980,3.507191904119522
1983-10-01,1.926339,1980,0.9093866407121398
1983-11-01,2.22665,1980,15.58972745710905
1983-12-01,2.392263,1980,7.437765252733919
1984-01-01,2.841424,1980,18.775569408547476
1984-02-01,2.645103,1980,-6.9092469128155365
1984-03-01,2.665368,1980,0.7661327366079718
1984-04-01,2.726983,1980,2.3116882921982995
1984-05-01,2.527433,1980,-7.317610707510836
1984-06-01,2.196615,1980,-13.089090788954639
1984-07-01,2.136993,1980,-2.714267179273566
1984-08-01,2.26003,1980,5.757482593532126
1984-09-01,2.534094,1980,12.126564691619146
1984-10-01,2.508304,1980,-1.017720731748717
1984-11-01,2.511128,1980,0.11258603422870106
1984-12-01,2.45067,1980,-2.4076032762965327
1985-01-01,2.313555,1980,-5.595000550869766
1985-02-01,2.125491,1980,-8.12878881202307
1985-03-01,1.728791,1980,-18.66392283006608
1985-04-01,1.606155,1980,-7.093743546790787
1985-05-01,1.398642,1980,-12.91986140814554
1985-06-01,1.15609,1980,-17.34196456276873
1985-07-01,1.247392,1980,7.897482029945757
1985-08-01,1.270601,1980,1.860601959929209
1985-09-01,1.243525,1980,-2.1309600732251965
1985-10-01,1.152513,1980,-7.3188717556945
1985-11-01,1.09977,1980,-4.576347511915269
1985-12-01,1.137707,1980,3.449539449157557
1986-01-01,1.096164,1980,-3.6514673813205056
1986-02-01,1.136248,1980,3.656752091840265
1986-03-01,1.141295,1980,0.44418119987890137
1986-04-01,1.050301,1980,-7.972872920673446
1986-05-01,0.9781168,1980,-6.872715535832096
1986-06-01,0.8951004,1980,-8.487370833421936
1986-07-01,0.914082,1980,2.120611274444739
1986-08-01,1.055938,1980,15.518957817788781
1986-09-01,1.028959,1980,-2.554979553723802
1986-10-01,1.091428,1980,6.071087380546758
1986-11-01,1.405932,1980,28.815826605144814
1986-12-01,1.508766,1980,7.314294005684485
1987-01-01,1.50154,1980,-0.4789344404632634
1987-02-01,1.348832,1980,-10.170092038840128
1987-03-01,1.425492,1980,5.683435742924248
1987-04-01,1.373472,1980,-3.6492663585625196
1987-05-01,1.145697,1980,-16.58388376319284
1987-06-01,1.192028,1980,4.043913879498695
1987-07-01,1.317017,1980,10.48540806088447
1987-08-01,1.444868,1980,9.707619567553039
1987-09-01,1.358648,1980,-5.967327119155518
1987-10-01,1.386792,1980,2.0714710506326783
1987-11-01,1.34024,1980,-3.3568119804556096
1987-12-01,1.352861,1980,0.9416970094908272
1988-01-01,1.487373,1980,9.94278052216746
1988-02-01,1.574425,1980,5.852734989810893
1988-03-01,1.504356,1980,-4.4504501643457095
1988-04-01,1.479805,1980,-1.631994022691441
1988-05-01,1.343664,1980,-9.199928368940501
1988-06-01,1.335542,1980,-0.6044665928386816
1988-07-01,1.235329,1980,-7.503545377082865
1988-08-01,1.229864,1980,-0.4423922695897087
1988-09-01,1.206661,1980,-1.8866313673707058
1988-10-01,1.290978,1980,6.987629499917536
1988-11-01,1.338671,1980,3.694330964586534
1988-12-01,1.315231,1980,-1.7509903478898026
1989-01-01,1.264194,1980,-3.880459022027305
1989-02-01,1.345096,1980,6.399492482957525
1989-03-01,1.445718,1980,7.480655655804491
1989-04-01,1.474706,1980,2.005093662802837
1989-05-01,1.529357,1980,3.705891208145884
1989-06-01,1.408907,1980,-7.875858939410496
1989-07-01,1.343868,1980,-4.616273465885246
1989-08-01,1.400408,1980,4.207258450978824
1989-09-01,1.792773,1980,28.01790621019016
1989-10-01,1.8325,1980,2.215952605265703
1989-11-01,1.73075,1980,-5.5525238744884025
1989-12-01,1.78325,1980,3.0333670374115274
1990-01-01,1.891,1990,6.0423384270293035
1990-02-01,2.013,1990,6.451612903225801
1990-03-01,3.01675,1990,49.86338797814209
1990-04-01,1.889,1990,-37.38294522250767
1990-05-01,1.79,1990,-5.240868184224457
1990-06-01,1.6005,1990,-10.586592178770948
1990-07-01,1.5945,1990,-0.37488284910965897
1990-08-01,1.738076,1990,9.004452806522423
1990-09-01,1.79421,1990,3.2296631447646718
1990-10-01,1.821184,1990,1.503391464767212
1990-11-01,1.69526,1990,-6.91440293786899
1990-12-01,1.683902,1990,-0.6699857249035546
1991-01-01,1.678834,1990,-0.3009676335083644
1991-02-01,1.642343,1990,-2.173591909622974
1991-03-01,1.740283,1990,5.963431512174977
1991-04-01,1.634483,1990,-6.0794709825930715
1991-05-01,1.586256,1990,-2.9505966106713744
1991-06-01,1.515269,1990,-4.475128856880617
1991-07-01,1.230142,1990,-18.816922935795553
1991-08-01,1.232421,1990,0.18526316474032356
1991-09-01,1.236162,1990,0.3035488684467458
1991-10-01,1.249466,1990,1.0762343446894418
1991-11-01,1.209253,1990,-3.2184149068482104
1991-12-01,1.202926,1990,-0.52321557192746
1992-01-01,1.267087,1990,5.333744552865283
1992-02-01,1.229947,1990,-2.9311325899484597
1992-03-01,1.341158,1990,9.04193432725151
1992-04-01,1.54378,1990,15.107988767915481
1992-05-01,1.572503,1990,1.860563033592877
1992-06-01,1.402295,1990,-10.824017505848948
1992-07-01,1.307172,1990,-6.783380101904379
1992-08-01,1.58783,1990,21.470625135789323
1992-09-01,1.541156,1990,-2.9394834459608443
1992-10-01,1.600387,1990,3.8432838726254914
1992-11-01,1.536286,1990,-4.005343707490749
1992-12-01,1.402072,1990,-8.736263950852907
1993-01-01,1.503645,1990,7.244492436907657
1993-02-01,1.590484,1990,5.77523285083914
1993-03-01,1.545754,1990,-2.812351460310192
1993-04-01,1.491452,1990,-3.512978132354827
1993-05-01,1.320317,1990,-11.474388716499096
1993-06-01,1.348695,1990,2.1493323194354153
1993-07-01,1.327859,1990,-1.5449008115252183
1993-08-01,1.386884,1990,4.4451255743267915
1993-09-01,1.524164,1990,9.898448608535393
1993-10-01,1.486562,1990,-2.4670573507837856
1993-11-01,1.40598,1990,-5.420695537757592
1993-12-01,1.376271,1990,-2.113045704775318
1994-01-01,1.383476,1990,0.5235160807718797
1994-02-01,1.4139,1990,2.1990985026122623
1994-03-01,1.399083,1990,-1.0479524718862598
1994-04-01,1.27765,1990,-8.67947076763853
1994-05-01,1.178077,1990,-7.793448910108392
1994-06-01,1.224481,1990,3.9389615449584303
1994-07-01,1.216221,1990,-0.6745715123386953
1994-08-01,1.349189,1990,10.932881441777443
1994-09-01,1.421099,1990,5.329868535838922
1994-10-01,1.430328,1990,0.6494269575870515
1994-11-01,1.349938,1990,-5.620389169477214
1994-12-01,1.327972,1990,-1.627185841127532
1995-01-01,1.364262,1990,2.7327383408686456
1995-02-01,1.377246,1990,0.9517233493273158
1995-03-01,1.363096,1990,-1.0274126771832925
1995-04-01,1.361928,1990,-0.08568728834946748
1995-05-01,1.308731,1990,-3.9060067786255925
1995-06-01,1.204146,1990,-7.991329004967418
1995-07-01,1.222782,1990,1.547652859370885
1995-08-01,1.398069,1990,14.335098161405702
1995-09-01,1.566794,1990,12.068431529488176
1995-10-01,1.616761,1990,3.1891237775993453
1995-11-01,1.802234,1990,11.471887310493024
1995-12-01,1.479748,1990,-17.893680842776238
1996-01-01,1.715647,1990,15.941836042353152
1996-02-01,1.783177,1990,3.9361243892245934
1996-03-01,1.921497,1990,7.756941683298968
1996-04-01,1.931025,1990,0.4958633815197233
1996-05-01,1.839466,1990,-4.741471498297534
1996-06-01,1.741527,1990,-5.324316948505703
1996-07-01,1.855392,1990,6.538227658830431
1996-08-01,1.954701,1990,5.352453821079317
1996-09-01,2.104617,1990,7.669510579878969
1996-10-01,2.141606,1990,1.757516925882463
1996-11-01,1.856011,1990,-13.3355528514582
1996-12-01,1.824765,1990,-1.683502953376903
1997-01-01,1.765621,1990,-3.241184481289361
1997-02-01,1.817979,1990,2.965415567667118
1997-03-01,1.784457,1990,-1.8439156887950836
1997-04-01,1.917767,1990,7.470619914069099
1997-05-01,1.982243,1990,3.362035116883333
1997-06-01,2.019573,1990,1.8832201702818407
1997-07-01,1.953914,1990,-3.251132788960831
1997-08-01,2.09584,1990,7.2636769069672535
1997-09-01,2.177891,1990,3.9149457973891133
1997-10-01,2.238921,1990,2.8022522706600217
1997-11-01,2.225626,1990,-0.5938128232304662
1997-12-01,2.261597,1990,1.616219436688815
1998-01-01,2.377544,1990,5.126775459995736
1998-02-01,2.363436,1990,-0.5933854431295349
1998-03-01,2.338199,1990,-1.067809748180204
1998-04-01,2.200361,1990,-5.895049993606182
1998-05-01,2.214567,1990,0.6456213321359705
1998-06-01,2.043,1990,-7.747202952089505
1998-07-01,1.9787,1990,-3.1473323543808274
1998-08-01,2.0287,1990,2.526911608631943
1998-09-01,1.9104,1990,-5.831320550105978
1998-10-01,1.8387,1990,-3.753140703517588
1998-11-01,1.8761,1990,2.0340457932234823
1998-12-01,1.726,1990,-8.00063962475348
1999-01-01,1.7988,1990,4.217844727694087
1999-02-01,1.5386,1990,-14.46519902156993
1999-03-01,1.4709,1990,-4.400103990640836
1999-04-01,1.4741,1990,0.21755387857773645
1999-05-01,1.458,1990,-1.0921918458720592
1999-06-01,1.4434,1990,-1.001371742112478
1999-07-01,1.6031,1990,11.064154080642918
1999-08-01,1.678,1990,4.672197617116836
1999-09-01,1.8387,1990,9.576877234803337
1999-10-01,1.8664,1990,1.506499157013108
1999-11-01,1.8396,1990,-1.4359194170595835
1999-12-01,1.7823,1990,-3.1148075668623543
2000-01-01,1.8273,2000,2.5248274701228812
2000-02-01,1.808,2000,-1.0562031412466366
2000-03-01,1.8245,2000,0.9126106194690342
2000-04-01,1.8111,2000,-0.7344477939161487
2000-05-01,1.7102,2000,-5.571199823311801
2000-06-01,1.5749,2000,-7.911355397029585
2000-07-01,1.6748,2000,6.343259889516806
2000-08-01,1.7564,2000,4.872223549080479
2000-09-01,1.8756,2000,6.786608972899111
2000-10-01,1.9144,2000,2.0686713584986194
2000-11-01,1.8724,2000,-2.1938988717091545
2000-12-01,1.8705,2000,-0.10147404400768778
2001-01-01,1.8511,2000,-1.0371558406843118
2001-02-01,1.7851,2000,-3.56544757171412
2001-03-01,1.7584,2000,-1.4957145257968762
2001-04-01,1.6529,2000,-5.999772520473156
2001-05-01,1.4877,2000,-9.994555024502393
2001-06-01,1.4448,2000,-2.883645896350062
2001-07-01,1.4357,2000,-0.6298449612403223
2001-08-01,1.518,2000,5.732395347217389
2001-09-01,1.5812,2000,4.1633728590250385
2001-10-01,1.6074,2000,1.6569693903364602
2001-11-01,1.6679,2000,3.763842229687686
2001-12-01,1.6091,2000,-3.525391210504225
2002-01-01,1.6557,2000,2.896028835995268
2002-02-01,1.7024,2000,2.8205592800628176
2002-03-01,1.7,2000,-0.14097744360902498
2002-04-01,1.5977,2000,-6.017647058823528
2002-05-01,1.4779,2000,-7.498278775740119
2002-06-01,1.4256,2000,-3.5388050612355393
2002-07-01,1.3913,2000,-2.4060044893378207
2002-08-01,1.5012,2000,7.899087184647469
2002-09-01,1.6097,2000,7.227551292299483
2002-10-01,1.6113,2000,0.09939740324285129
2002-11-01,1.5367,2000,-4.629802023211072
2002-12-01,1.5347,2000,-0.13014902062862266
2003-01-01,1.59268,2000,3.7779370561021874
2003-02-01,1.48862,2000,-6.533641409448232
2003-03-01,1.465689,2000,-1.5404199862960377
2003-04-01,1.433609,2000,-2.18873171593702
2003-05-01,1.444441,2000,0.7555756137133773
2003-06-01,1.431108,2000,-0.923056047287496
2003-07-01,1.4943,2000,4.415599661241498
2003-08-01,1.5542,2000,4.008565883691362
2003-09-01,1.610164,2000,3.6008235748294926
2003-10-01,1.675595,2000,4.063623332778521
2003-11-01,1.672971,2000,-0.15660108797173056
2003-12-01,1.629681,2000,-2.5876120984763107
2004-01-01,1.64071516848,2000,0.677075358919943
2004-02-01,1.66252477272,2000,1.3292742493631549
2004-03-01,1.72020568011,2000,3.469476565791574
2004-04-01,1.72282557679,2000,0.15230136199948507
2004-05-01,1.71572338035,2000,-0.41224117726607057
2004-06-01,1.53227607219,2000,-10.692126146965354
2004-07-01,1.62971663486,2000,6.359204091122672
2004-08-01,1.81812905379,2000,11.561053921879205
2004-09-01,1.88855828081,2000,3.8737199030611347
2004-10-01,1.99650553739,2000,5.715855193714292
2004-11-01,2.03555739551,2000,1.9560105087938817
2004-12-01,2.00850073225,2000,-1.3292016879347779
2005-01-01,1.95258635397,2000,-2.7838863776446066
2005-02-01,1.91113187723,2000,-2.123054719486006
2005-03-01,1.94135333809,2000,1.581338327305959
2005-04-01,1.88550020958,2000,-2.8770202422270685
2005-05-01,1.76026437012,2000,-6.642048556859958
2005-06-01,1.64917395044,2000,-6.3110076853073345
2005-07-01,1.64326527438,2000,-0.3582809477692517
2005-08-01,1.75583259905,2000,6.850222324114497
2005-09-01,1.88531809673,2000,7.374592415590109
2005-10-01,1.96175377912,2000,4.054259200215293
2005-11-01,1.87771255653,2000,-4.283984233113037
2005-12-01,1.89113930006,2000,0.7150585153891997
2006-01-01,1.89495973453,2000,0.20201761286853248
2006-02-01,1.94633285956,2000,2.7110404561045742
2006-03-01,1.9403188578,2000,-0.30899143126832396
2006-04-01,1.88808507309,2000,-2.6920206696967486
2006-05-01,1.7460009102,2000,-7.5253051313767365
2006-06-01,1.74106319921,2000,-0.28280116929804144
2006-07-01,1.83263203015,2000,5.259362841139192
2006-08-01,1.89781232897,2000,3.5566495481727856
2006-09-01,1.99604264885,2000,5.175976485162392
2006-10-01,1.98287255601,2000,-0.6598101923116606
2006-11-01,1.92753785838,2000,-2.7906330874509777
2006-12-01,2.12296761576,2000,10.138828481649064
2007-01-01,2.09345272302,2000,-1.3902658015550573
2007-02-01,2.27756880734,2000,8.794852747111248
2007-03-01,2.42113553127,2000,6.3035076467206075
2007-04-01,2.34303556928,2000,-3.2257575415050366
2007-05-01,2.27678142123,2000,-2.8277056020263314
2007-06-01,2.31339900297,2000,1.6083046619476349
2007-07-01,2.4856505459,2000,7.445820747258014
2007-08-01,2.54607041236,2000,2.4307466131818334
2007-09-01,2.60806537567,2000,2.4349272906610375
2007-10-01,2.90050722694,2000,11.212980088540657
2007-11-01,2.91316303297,2000,0.43633078767921774
2007-12-01,3.08663577527,2000,5.954790045620717
2008-01-01,3.05267028729,2000,-1.1004047919139115
2008-02-01,3.04256443001,2000,-0.33104974756285044
2008-03-01,3.06109700108,2000,0.6091102258083847
2008-04-01,2.91624925794,2000,-4.731890008349793
2008-05-01,2.93651906909,2000,0.6950644254708926
2008-06-01,3.10126106773,2000,5.61011165819032
2008-07-01,3.12036180262,2000,0.6159021918132668
2008-08-01,2.99641936841,2000,-3.9720533082392095
2008-09-01,2.98045665267,2000,-0.5327263569408158
2008-10-01,2.36712246885,2000,-20.578530584249677
2008-11-01,1.97986455161,2000,-16.359859801767595
2008-12-01,1.9164806479,2000,-3.2014262621378298
2009-01-01,2.45943677322,2000,28.330895274885705
2009-02-01,2.54270987133,2000,3.3858604952456295
2009-03-01,2.8473854739,2000,11.982318785376611
2009-04-01,2.87293988209,2000,0.897469219543301
2009-05-01,2.96466765651,2000,3.1928191394408945
2009-06-01,3.13644330803,2000,5.794094698702712
